chapter_no,chapter_title,card_no_in_chapter,theme_title,category,tags,card_variant,recommended_time,title,key_idea,explanation,exercise_steps_json,duration_seconds,difficulty,status,tags_curated,pack,is_free_top300
98,PUTEREA GAND IRII NEGATIVE,16,Diferenta / Dintre / Genul,Anxietate & Stres,diferenta|dintre|genul|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Diferenta / Dintre / Genul,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
21,102 MODURI PRIN CARE SANULASI GANDURILE !RATIONALE SA-TI STRI CE VIATA,61,Alege / Iube / Casa,Rutină & Disciplină,alege|iube|casa|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Alege / Iube / Casa,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
3,ZECE LUCRURI PE CARE OAMENII INTELIGENTI  EMOTIONAL,9,Indiferenta / Semn / Arata,Anxietate & Stres,indiferenta|semn|arata|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Indiferenta / Semn / Arata,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
92,101 LUCRURI MULT MAI IMPORTANTE DECAT FELUL IN CARE,42,Bine / Grija / Tine,Rutină & Disciplină,bine|grija|tine|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Bine / Grija / Tine,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
14,ASTEPTARI DE CARE  TREBUIE SA TE DEBARASEZI PANAAJUNGI LA 30 DE,34,Viata / Anxietatea / Dintre,Anxietate & Stres,viata|anxietatea|dintre|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Viata / Anxietatea / Dintre,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
35,"CEI SASE STALPI AI  STIMEI DE SINE: DE CE ESTE IMPORTANT CE CREZI CA POTI  SA REALIZEZI, IAR NU CE SIMTI CA POTI",2,Bine / Totul / Sine,Rutină & Disciplină,bine|totul|sine|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Bine / Totul / Sine,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
79,CUM SA CRESTI 0  GENERATIE DE COPII FARA PROBLEME DE ANXIETATE,6,Sale / Dupa / Poate,Rutină & Disciplină,sale|dupa|poate|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Sale / Dupa / Poate,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
72,ARTA CONSTIENTIZARII. SAU CUM SA NU TE,2,Ceea / Acest / Pofi,Rutină & Disciplină,ceea|acest|pofi|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Ceea / Acest / Pofi,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
99,CE TREBUIE SA FACI PENTRU A ELIMINA ANXIETATEA DIN VIATA  TA,13,Ceva / Alege / Lini,Rutină & Disciplină,ceva|alege|lini|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Ceva / Alege / Lini,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
21,102 MODURI PRIN CARE SANULASI GANDURILE !RATIONALE SA-TI STRI CE VIATA,93,Daca / Placi / Ansa,Rutină & Disciplină,daca|placi|ansa|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Daca / Placi / Ansa,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
76,SEMNE ZILNICE CARE NE ARATA CA LUMEA TRECE PRINTR-O PERIOADA DE TREZIRIALE CONSTIINTEI,8,Prima / Data / Mult,Rutină & Disciplină,prima|data|mult|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Prima / Data / Mult,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
59,"SAPTESPREZECEIDEI , DESPRE VIATA TA CARE NU FAC ALTCEVA DECAT SA TE TINA PE LOC",3,Mult / Lucru / Dori,Rutină & Disciplină,mult|lucru|dori|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Mult / Lucru / Dori,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
59,"SAPTESPREZECEIDEI , DESPRE VIATA TA CARE NU FAC ALTCEVA DECAT SA TE TINA PE LOC",5,Gande / Tine / Esti,Rutină & Disciplină,gande|tine|esti|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Gande / Tine / Esti,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
33,CUM SA NU TE MAI PREOCUPI DE MODUL IN CARE ARATA VIATA TA  SI SA iNCEPI SA TE  CONCENTREZIASUPRA FELULUI iN CARE TE SIMTI IN VIATA TA,6,Daca / Cine / Locui,Rutină & Disciplină,daca|cine|locui|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Daca / Cine / Locui,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
40,"DE CE PERSOANELE LOGICE DUC VIETI MAI  BUNE (iNTR-O PERIOADA iN CARESEPUNE MAREPRETPE  ,,PASIUNE"")",7,Cele / Urma / Obtin,Rutină & Disciplină,cele|urma|obtin|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Cele / Urma / Obtin,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
96,ARTA NEPASARII,11,Buni / Traim / Intr,Rutină & Disciplină,buni|traim|intr|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Buni / Traim / Intr,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
59,"SAPTESPREZECEIDEI , DESPRE VIATA TA CARE NU FAC ALTCEVA DECAT SA TE TINA PE LOC",10,Daca / Gase / Scuza,Rutină & Disciplină,daca|gase|scuza|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Daca / Gase / Scuza,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
8,"PARTILE DIN TINE CARE  NU SUNT ,,EU""",5,Tine / Gande / Vezi,Rutină & Disciplină,tine|gande|vezi|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Tine / Gande / Vezi,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
99,CE TREBUIE SA FACI PENTRU A ELIMINA ANXIETATEA DIN VIATA  TA,22,Daca / Gand / Alegi,Rutină & Disciplină,daca|gand|alegi|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Daca / Gand / Alegi,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
24,CUM SA ITI DAI SEAMA DACA SINGURUL CARE STA IN CALEA FERI CIRII TALE ESTI CHIAR TU,4,Esti / Lenes / Vine,Rutină & Disciplină,esti|lenes|vine|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Esti / Lenes / Vine,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
21,102 MODURI PRIN CARE SANULASI GANDURILE !RATIONALE SA-TI STRI CE VIATA,5,Ideea / Cine / Faci,Rutină & Disciplină,ideea|cine|faci|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Ideea / Cine / Faci,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
66,DE CE NE AGATAM DE  LUCRURI CARE NU NE SUNT,2,Cred / Cane / Tinem,Rutină & Disciplină,cred|cane|tinem|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Cred / Cane / Tinem,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
43,CUM SA CUANTIFICI 0 VIATABUNA,11,Prin / Sari / Viata,Rutină & Disciplină,prin|sari|viata|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Prin / Sari / Viata,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
1,COMPORTAMENTE SUBCONSTIENTE CARE TE IMPIEDICA SA AI VIATA PE CARE TI-0,24,Altii / Tine / Iube,Rutină & Disciplină,altii|tine|iube|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Altii / Tine / Iube,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
32,"SEMNE CARE ARATA CA 0 EPUIZARE NERVOASA ESTE, DE FAPT, OREVELATIE EMOTIONALA",12,Baza / Crezi / Vrei,Rutină & Disciplină,baza|crezi|vrei|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Baza / Crezi / Vrei,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
48,SAISPREZECE MOTIVE PENTRU CARE INCA NU AI DRAGOSTEA PE CARE TI-O DORESTI,29,Ceea / Zecea / Oara,Rutină & Disciplină,ceea|zecea|oara|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Ceea / Zecea / Oara,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
86,NU TOTI TE VOR IUBI INTR-UNMOD PE CARE SA IL INTELEGI,5,Iubim / Desi / Poti,Rutină & Disciplină,iubim|desi|poti|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Iubim / Desi / Poti,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
59,"SAPTESPREZECEIDEI , DESPRE VIATA TA CARE NU FAC ALTCEVA DECAT SA TE TINA PE LOC",22,Daca / Pofi / Alege,Rutină & Disciplină,daca|pofi|alege|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Daca / Pofi / Alege,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
1,COMPORTAMENTE SUBCONSTIENTE CARE TE IMPIEDICA SA AI VIATA PE CARE TI-0,20,Ream / Test / Fiind,Rutină & Disciplină,ream|test|fiind|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Ream / Test / Fiind,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
39,DOUASPREZECE SEMNE CARE iTI ARATA CA PROBLEMA TAE CA TE GANDESTI PREA MULT LA VIATA IN LOC SAO TRAIESTI,7,Stii / Vrei / Ajuti,Rutină & Disciplină,stii|vrei|ajuti|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Stii / Vrei / Ajuti,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
5,SAISPREZECE SEMNE ALE  UNEI PERSOANE CU INTELIGENTA SOCIALA RIDICATA,1,Chiar / Face / Daca,Rutină & Disciplină,chiar|face|daca|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Chiar / Face / Daca,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
23,TOTULESTEAICICASA OAMENII MOTIVATI  INTRINSEC AJUNG LA CELE MAI BUNE VERSIUNI ALE LOR,4,Vezi / Lumea / Ceva,Rutină & Disciplină,vezi|lumea|ceva|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Vezi / Lumea / Ceva,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
13,101 LUCRURI LA CARE SA TE GANDESTI iN LOC SA TE LASI MACINAT DE  GRIJI,28,Cele / Bune / Nopti,Rutină & Disciplină,cele|bune|nopti|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Cele / Bune / Nopti,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
96,ARTA NEPASARII,4,Intr / Ceea / Traim,Rutină & Disciplină,intr|ceea|traim|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Intr / Ceea / Traim,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
50,CUM NE PIERDEM CREzAND IN VALORILE CELORLALTI,14,Ceea / Poti / Vedea,Rutină & Disciplină,ceea|poti|vedea|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Ceea / Poti / Vedea,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
48,SAISPREZECE MOTIVE PENTRU CARE INCA NU AI DRAGOSTEA PE CARE TI-O DORESTI,13,Cele / Vina / Altii,Rutină & Disciplină,cele|vina|altii|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Cele / Vina / Altii,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|vinovatie|obiceiuri,CRISIS,0
10,"DEPASIREA ,,ZONEI DE  CONFORT"" SI MODUL IN CARE OAMENII ISi PUN  SINGURI PIEDICI IN ATINGEREA ADEVARATEI FERICIRI",35,Putea / Pese / Alta,Rutină & Disciplină,putea|pese|alta|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Putea / Pese / Alta,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
49,MODUL (PRACTIC) PRIN CARE ITI POTI   SCHIMBA VIATA ANUL  ACESTA,8,Numai / Data / Asta,Rutină & Disciplină,numai|data|asta|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Numai / Data / Asta,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
46,CUM DEVIi CEL MAI RAU DUSMAN AL TAU  (FARA.SA CONSTIENTIZEZI ASTA),5,Bine / Lasa / Simfi,Rutină & Disciplină,bine|lasa|simfi|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Bine / Lasa / Simfi,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,0
